q3_storeroomReplenishRate,Location,Date,Lat,Alt,Lng,SurveyID,TripID,TotalCount,FemaleCount,MaleCount,Speed,Username,q0a_shopID,q0b_surveyConsent,q1_workerCount,q2_storeroomSize,q4_deliveryCount,q5_timeCheck,q6_deliverOrPickup,q7_DELmanufactOrExclDist,q8_DELsupplierReplenishRate,q9_DELlastReplenish,q10a_DELlastReplenishSize,q11_DELtimeOfArrival,q12_DELgoodsArrivalTime1,q13_DELerpPrice,q14_PUPmanufactOrExclDist,q15_PUPsupplierReplenishRate,q16_PUPlastReplenish,q17_PUPlastReplenishSize,q18_PUPvehicleType,q19_PUPerpPrice,q16_1a_companyDelivery1,q16_1b_companyDelivery1,q16_2a_companyDelivery1,q16_2b_companyDelivery1,q16_3a_companyDelivery1,q16_3b_companyDelivery1,q16_4a_companyDelivery1,q16_4b_companyDelivery1,q16_5a_companyDelivery1,q16_5b_companyDelivery1,q16_6a_companyDelivery1,q16_6b_companyDelivery1,q16_7a_companyDelivery1,q16_7b_companyDelivery1,q16_8a_companyDelivery1,q16_8b_companyDelivery1,q16_9a_companyDelivery1,q16_9b_companyDelivery1,q16_10a_companyDelivery1,q16_10b_companyDelivery1,eq1_establishmentName,eq2_postCode,eq3_storeLocation,eq4_visibleArea,eq5_retailChain,eq6a_weekdayHoursOpen,eq6b_establishmentIndustry,eq7_weekdayHoursClose,eq8a_relativeAmountSales,eq8b_relativeAmountSales,eq8c_relativeAmountSales,eq8d_relativeAmountSales,eq8e_relativeAmountSales,eq8f_relativeAmountSales,eq8g_relativeAmountSales,eq8h_relativeAmountSales,eq8i_relativeAmountSales,q20_1a_companyDelivery1,q20_1b_companyDelivery1,q20_2a_companyDelivery1,q20_2b_companyDelivery1,q20_3a_companyDelivery1,q20_3b_companyDelivery1,q20_4a_companyDelivery1,q20_4b_companyDelivery1,q20_5a_companyDelivery1,q20_5b_companyDelivery1,q20_6a_companyDelivery1,q20_6b_companyDelivery1,q20_7a_companyDelivery1,q20_7b_companyDelivery1,q20_8a_companyDelivery1,q20_8b_companyDelivery1,q20_9a_companyDelivery1,q20_9b_companyDelivery1,q20_10a_companyDelivery1,q20_10b_companyDelivery1,** q5_timeCheck,q20,eq6b_weekdayHoursClose,eq7_establishmentIndustry
,"<Point><coordinates>103.8447491,1.2846707,0.0</coordinates></Point>",2014-07-15 13:53:57,1.2846707,0.0,103.8447491,S8636808,,0,0,0,,yinjin26@gmail.com,659565,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"<Point><coordinates>103.8423171,1.2840753,0.0</coordinates></Point>",2014-07-15 14:02:30,1.2840753,0.0,103.8423171,S7141187,,0,0,0,,yinjin26@gmail.com,,,1,There is no storage space.,3,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Multiple days a week. 一个星期几次,"(Fresh food (e.g. Vegetable, meat),Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",50x50x50cm,1:00PM to 3:00 PM,"The store, the goods are delivered at a time we specified. 我们有指定送货时间。",Do not know. 不知道,,,,,,,,,,,,,,,,,,,,,,,,,,,Don and udon,050335,Others,Less than 10 m2,No,1130,,,3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,,,,2000,"Food court and hawkers (5614, 56122)"
2,"<Point><coordinates>103.8442282,1.282959,0.0</coordinates></Point>",2014-07-15 14:23:28,1.282959,0.0,103.8442282,S9823333,,0,0,0,0.0,haokaishi520@gmail.com,9732,Yes,5,Less than 10 m2,5,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Once a week. 一个星期一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",25x25x25cm,3:00PM to 5:00 PM,"The store, the goods are delivered at a time we specified. 我们有指定送货时间。",Do not know. 不知道,,,,,,,,,,,,,,,,,,,,,,,,,,,nanyang morning cafe ,59234,Street/street houses,50 m2 - 100 m2,No,0900,,,3 (Most),0 (None),2 (Some),,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
8,"<Point><coordinates>103.8436747,1.2792094,-80.30353744824201</coordinates></Point>",2014-07-15 15:02:35,1.2792094,-80.30353744824201,103.8436747,S0440717,,0,0,0,0.0,kimcuong030992@gmail.com,25692,Yes,13,Less than 10 m2,13,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From the manufacturer or exclusive distributor. 工厂或者专属供应商 (专卖一种品牌的产品),Once a week. 一个星期一次,"(Fresh food (e.g. Vegetable, meat))",100x100x100m,3:00PM to 5:00 PM,"The store, the goods are delivered at a time we specified. 我们有指定送货时间。",No. 否,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuff link club,089262,Street/street houses,50 m2 - 100 m2,No,1700,,,2 (Some),0 (None),3 (Most),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0100,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
20,"<Point><coordinates>103.8436747,1.2792094,-80.30353744824201</coordinates></Point>",2014-07-15 15:09:22,1.2792094,-80.30353744824201,103.8436747,S3723660,,0,0,0,0.0,kimcuong030992@gmail.com,7837,Yes,17,There is no storage space.,12,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From the manufacturer or exclusive distributor. 工厂或者专属供应商 (专卖一种品牌的产品),Once every two weeks. 每两个星期一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",25x25x25cm,3:00PM to 5:00 PM,"The store, the goods are delivered at a time we specified. 我们有指定送货时间。",No. 否,,,,,,,,,,,,,,,,,,,,,,,,,,,Esquina,089267,Street/street houses,10 m2 - 25 m2,No,1200,,,3 (Most),0 (None),1 (Least),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,,,,0100,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
,"<Point><coordinates>103.8442084,1.2869521,0.0</coordinates></Point>",2014-07-15 15:12:34,1.2869521,0.0,103.8442084,S1265436,,0,0,0,,yinjin26@gmail.com,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"<Point><coordinates>103.8431306,1.2830897,0.0</coordinates></Point>",2014-07-15 15:23:05,1.2830897,0.0,103.8431306,S2050564,,0,0,0,0.0,haokaishi520@gmail.com,57766,Yes,2,There is no storage space.,3,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Once every two weeks. 每两个星期一次,"(Clothes, shoes, bags)",50x50x50cm,3:00PM to 5:00 PM,The other party. 出货的人决定。,Do not know. 不知道,,,,,,,,,,,,,,,,,,,,,,,,,,,lucky chance,050335,Indoor/underground mall,10 m2 - 25 m2,No,1200,,,0 (None),,,,,,3 (Most),,,,,,,,,,,,,,,,,,,,,,,,,1900,"Apparel stores, selling clothes, bags and shoes. May sell accessories (4771)"
5,"<Point><coordinates>103.8424555,1.2823751,0.0</coordinates></Point>",2014-07-15 15:50:51,1.2823751,0.0,103.8424555,S3485600,,0,0,0,0.0,kimcuong030992@gmail.com,88888,Yes,3,There is no storage space.,3,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marina South Big Prawn Mee,050335,Others,Less than 10 m2,No,0800,,,3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),"(Fresh food (e.g. Vegetable, meat))",Multiple days a week. 一个星期几次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Multiple days a week. 一个星期几次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Multiple days a week. 一个星期几次,,,,,,,,,,,,,,,,,1800,"Food court and hawkers (5614, 56122)"
3,"<Point><coordinates>103.8433991,1.2832264,0.0</coordinates></Point>",2014-07-15 16:01:22,1.2832264,0.0,103.8433991,S5094681,,0,0,0,0.0,kimcuong030992@gmail.com,88886,Yes,1,There is no storage space.,5,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kent Thong Turtle Soup,050335,Others,Less than 10 m2,No,0900,,,3 (Most),0 (None),,,,,,,,"(Fresh food (e.g. Vegetable, meat))",Multiple days a week. 一个星期几次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Once a month. 一个月一次,"(Fresh food (e.g. Vegetable, meat))",,,,,,,,,,,,,,,,,,1730,"Food court and hawkers (5614, 56122)"
,"<Point><coordinates>103.8436714,1.2875606,0.0</coordinates></Point>",2014-07-15 14:30:53,1.2875606,0.0,103.8436714,S9637607,,0,0,0,,yinjin26@gmail.com,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"<Point><coordinates>103.8436907,1.2864211,0.0</coordinates></Point>",2014-07-15 14:51:42,1.2864211,0.0,103.8436907,S3489661,,0,0,0,,yinjin26@gmail.com,6451328,Yes,2,There is no storage space.,4,"Odd (Sidebar, Mod1)","We picked it up from the source. 我们去拿货送回店里 (Sidebar, PICK)",From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Once a day. 一天一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",25x25x25cm,Before 7:00 AM,"The store, the goods are delivered at a time we specified. 我们有指定送货时间。",,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Once a day. 一天一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",25x25x25cm,"Did not use vehicle, walked. 走",Do not know. 不知道,,,,,,,,,,,,,,,,,,,,,jun ji,050335,Others,Less than 10 m2,No,0800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>103.8421699,1.2857255,0.0</coordinates></Point>",2014-07-15 15:01:39,1.2857255,0.0,103.8421699,S0767096,,0,0,0,,yinjin26@gmail.com,132584,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"<Point><coordinates>103.8421766,1.2826418,0.0</coordinates></Point>",2014-07-15 15:12:38,1.2826418,0.0,103.8421766,S6899836,,0,0,0,0.0,haokaishi520@gmail.com,61234,Yes,1,There is no storage space.,10,"Odd (Sidebar, Mod1)","We hired a courier to deliver the product to us. (Sidebar, PICK)",From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Once a month. 一个月一次,"(Clothes, shoes, bags)",50x50x50cm,9:00AM to 11:00 AM,,,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Once a month. 一个月一次,"(Clothes, shoes, bags)",50x50x50cm,Pick up,Yes. 是,,,,,,,,,,,,,,,,,,,,,aldena,050335,Indoor/underground mall,10 m2 - 25 m2,No,1100,,,0 (None),,,,,,3 (Most),,,,,,,,,,,,,,,,,,,,,,,,,1700,"Apparel stores, selling clothes, bags and shoes. May sell accessories (4771)"
,"<Point><coordinates>103.8436686,1.2857109,0.0</coordinates></Point>",2014-07-15 16:01:55,1.2857109,0.0,103.8436686,S2472998,,0,0,0,,yinjin26@gmail.com,566668,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"<Point><coordinates>103.8447714,1.2850347,0.0</coordinates></Point>",2014-07-15 16:32:57,1.2850347,0.0,103.8447714,S0951104,,0,0,0,,yinjin26@gmail.com,9550,Yes,1,There is no storage space.,2,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From the manufacturer or exclusive distributor. 工厂或者专属供应商 (专卖一种品牌的产品),Once a week. 一个星期一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",50x50x50cm,11:00PM to 1:00 PM,The other party. 出货的人决定。,No. 否,,,,,,,,,,,,,,,,,,,,,,,,,,,gogo beanz,,,,,0700,,,3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,1900,"Food court and hawkers (5614, 56122)"
